DistrictName,MandalName,PanchayatId,PanchayatName,DateofRegister,Gender,year,month
Nizamabad,Kotgiri,209510,Kotgir,15-07-2023,1,2023,July
Nizamabad,Kotgiri,209510,Kotgir,15-07-2023,1,2023,July
Nizamabad,Kotgiri,209510,Kotgir,15-07-2023,2,2023,July
Sangareddy ,Manoor,206491,Manoor,15-07-2023,1,2023,July
Sangareddy ,Manoor,206491,Manoor,15-07-2023,2,2023,July
Sangareddy ,Manoor,206491,Manoor,15-07-2023,1,2023,July
Rangareddy,Maheshwaram,210179,Maheshwaram,15-07-2023,2,2023,July
Sangareddy ,Kangti,206365,Borgi,15-07-2023,1,2023,July
Nagarkurnool,Padara,204853,Maradugu,15-08-2023,2,2023,August
Adilabad ,Ichoda,195151,Ichoda,15-08-2023,2,2023,August
Mulugu,Tadvai,214184,Tadvai,15-08-2023,2,2023,August
Sangareddy ,Kohir,206385,Badampet,15-08-2023,1,2023,August
Mahabubnagar,Midjil,280243,Peddagundlathanda,15-09-2023,1,2023,September
Adilabad ,Utnoor,195751,Utnur,15-09-2023,2,2023,September
Jogulamba Gadwal ,Maldakal,205638,Maldakal,15-09-2023,1,2023,September
Nizamabad,Nandipet,278965,Koulpur,15-09-2023,2,2023,September
Adilabad ,Utnoor,195751,Utnur,15-09-2023,1,2023,September
Yadadri Bhuvanagiri,Rajapet,208045,Rajapet,15-09-2023,2,2023,September
Kamareddy ,Madnur,209574,Madnur,15-09-2023,2,2023,September
Adilabad ,Gadiguda,281343,Savri,15-09-2023,2,2023,September
Adilabad ,Gadiguda,281343,Savri,15-09-2023,1,2023,September
Mahabubnagar,Balanagar,280122,Vutakunta Tanda,15-09-2023,1,2023,September
Adilabad ,Ichoda,195151,Ichoda,15-09-2023,2,2023,September
Adilabad ,Neradigonda,195571,Neradigonda,15-09-2023,1,2023,September
Yadadri Bhuvanagiri,Ramannapeta,208062,Ramannapet,15-09-2023,2,2023,September
Mahabubnagar,Balanagar,280122,Vutakunta Tanda,15-09-2023,2,2023,September
Nizamabad,Renjal,209759,Kalyapur,15-09-2023,2,2023,September
Rangareddy,Maheshwaram,210179,Maheshwaram,15-09-2023,2,2023,September
Nizamabad,Indalwai,209370,Sirnapally,15-10-2023,2,2023,October
Jogulamba Gadwal ,Gadwal,205156,Kothapally,15-10-2023,1,2023,October
Mahabubnagar,Moosapet,204771,Janampet,15-10-2023,2,2023,October
Bhadradri Kothagudem ,Dummugudem,202310,Narsapuram,15-11-2023,1,2023,November
Yadadri Bhuvanagiri,Rajapet,208045,Rajapet,15-11-2023,1,2023,November
Sangareddy ,Raikode,206777,Raikode,15-11-2023,2,2023,November
Nizamabad,Yedapalle,209884,Yedapally,15-11-2023,2,2023,November
Sangareddy ,Raikode,206777,Raikode,15-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Asifabad,194935,Babapur,15-11-2023,2,2023,November
Sangareddy ,Munipally,206594,Munpalle,15-11-2023,2,2023,November
Kamareddy ,Madnur,209574,Madnur,15-11-2023,2,2023,November
Nizamabad,Renjal,209759,Kalyapur,15-11-2023,1,2023,November
Kamareddy ,Madnur,209574,Madnur,15-11-2023,2,2023,November
Nagarkurnool,Telkapalle,205927,Telkapally,15-11-2023,2,2023,November
Yadadri Bhuvanagiri,Rajapet,208045,Rajapet,15-11-2023,2,2023,November
Kumuram Bheem Asifabad ,Asifabad,194941,Rahapally,15-11-2023,1,2023,November
Mancherial,Bheemaram,195223,Bhimaram,15-12-2023,1,2023,December
Nagarkurnool,Padara,204845,Ippalapally,15-12-2023,2,2023,December
Nagarkurnool,Padara,204844,Chitlamkunta,15-12-2023,2,2023,December
Nagarkurnool,Peddakothapalle,205850,Peddakothapally,15-12-2023,2,2023,December
Kamareddy ,Madnur,209574,Madnur,15-12-2023,1,2023,December
Sangareddy ,Manoor,206491,Manoor,15-12-2023,1,2023,December
Sangareddy ,Manoor,206491,Manoor,15-12-2023,1,2023,December
Sangareddy ,Manoor,206491,Manoor,15-12-2023,1,2023,December
Sangareddy ,Sadasivpet,206832,Atmakur,15-12-2023,2,2023,December
Nagarkurnool,Peddakothapalle,205850,Peddakothapally,15-12-2023,2,2023,December
Hanumakonda,Dharmasagar,213415,Dharmasagar,15-12-2023,1,2023,December
Bhadradri Kothagudem ,Yellandu,279940,Kommugudem,15-12-2023,2,2023,December
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,15-12-2023,2,2023,December
Sangareddy ,Patancheru,206728,Muthangi,15-12-2023,2,2023,December
Adilabad ,Ichoda,195151,Ichoda,15-12-2023,2,2023,December
Mahabubabad,Kuravi,213720,Kuravi,15-12-2023,2,2023,December
Medak,Alladurg,206079,Alladurg,15-12-2023,2,2023,December
Medak,Yeldurthy,281225,Station Masaipet,15-12-2023,1,2023,December
Jogulamba Gadwal ,Dharur,278575,Emulonipalle,15-12-2023,2,2023,December
Adilabad ,Ichoda,195151,Ichoda,15-12-2023,1,2023,December
Adilabad ,Ichoda,195151,Ichoda,15-12-2023,2,2023,December
Mahabubnagar,Balanagar,204883,Balanagar,15-12-2023,1,2023,December
Nizamabad,Varni,279908,Chinthalpet Thanda,16-01-2023,2,2023,January
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-01-2023,1,2023,January
Rajanna Sircilla,Chandurthi,201007,Chandurthy,16-01-2023,1,2023,January
Kamareddy ,Nasurullabad,209319,Nasrullabad,16-01-2023,1,2023,January
Siddipet,Siddipet Urban,206954,Mittapalle,16-01-2023,1,2023,January
Nizamabad,Varni,209846,Mallaram,16-01-2023,1,2023,January
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-01-2023,2,2023,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,1,2024,January
Adilabad ,Boath,195047,Boath (B),16-01-2024,1,2024,January
Sangareddy ,Raikode,206777,Raikode,16-01-2024,1,2024,January
Rangareddy,Shabad,210441,Shabad,16-01-2024,1,2024,January
Adilabad ,Gadiguda,281327,Mediguda,16-01-2024,1,2024,January
Rangareddy,Shabad,210441,Shabad,16-01-2024,2,2024,January
Adilabad ,Boath,195047,Boath (B),16-01-2024,1,2024,January
Adilabad ,Boath,195047,Boath (B),16-01-2024,2,2024,January
Adilabad ,Boath,195047,Boath (B),16-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,1,2024,January
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-01-2024,1,2024,January
Nizamabad,Dharpalle,209359,Dharpally,16-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,2,2024,January
Sangareddy ,Sadasivpet,206832,Atmakur,16-01-2024,2,2024,January
Sangareddy ,Sadasivpet,206832,Atmakur,16-01-2024,2,2024,January
Sangareddy ,Sadasivpet,206832,Atmakur,16-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,16-01-2024,2,2024,January
Nizamabad,Varni,209844,Jalalpur,16-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,16-02-2023,2,2023,February
Jogulamba Gadwal ,Itikyal,205253,Itikyal,16-02-2023,1,2023,February
Sangareddy ,Kangti,206375,Kangti,16-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,16-02-2023,1,2023,February
Nizamabad,Indalwai,209370,Sirnapally,16-02-2023,2,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,16-02-2023,1,2023,February
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-02-2023,2,2023,February
Mulugu,Venkatapuram,202829,Venkatapuram,16-02-2023,2,2023,February
Nizamabad,Indalwai,209370,Sirnapally,16-02-2023,1,2023,February
Kumuram Bheem Asifabad ,Kouthala,195376,Kouthala,16-02-2023,1,2023,February
Rangareddy,Maheshwaram,210179,Maheshwaram,16-02-2023,2,2023,February
Mancherial,Bheemaram,195223,Bhimaram,16-02-2023,1,2023,February
Adilabad ,Ichoda,195151,Ichoda,16-02-2023,1,2023,February
Narayanpet,Marikal,205064,Marikal,16-02-2023,2,2023,February
Nizamabad,Sirkonda,209806,Ravutla,16-02-2023,2,2023,February
Nizamabad,Mendora,277875,Nadimi Thanda,16-02-2023,2,2023,February
Narayanpet,Marikal,205064,Marikal,16-02-2023,2,2023,February
Nizamabad,Nandipet,209665,Ummeda,16-02-2023,2,2023,February
Nizamabad,Sirkonda,209806,Ravutla,16-02-2023,1,2023,February
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-02-2023,2,2023,February
Kamareddy ,Nizamsagar,209737,Narva,16-02-2023,2,2023,February
Adilabad ,Gudihatnur,195144,Umri B,16-02-2023,2,2023,February
Sangareddy ,Kangti,206382,Turkwadgaon,16-02-2023,2,2023,February
Nizamabad,Chandur,209838,Chandur,16-03-2023,2,2023,March
Medchal Malkajigiri,Ghatkesar,210041,Chowderguda,16-03-2023,2,2023,March
Bhadradri Kothagudem ,Dummugudem,279707,Mulkapadu,16-03-2023,2,2023,March
Wanaparthy,Chinnambavi,206007,Bekkem,16-03-2023,2,2023,March
Rajanna Sircilla,Mustabad,201702,Musthabad,16-03-2023,2,2023,March
Rajanna Sircilla,Mustabad,201702,Musthabad,16-03-2023,2,2023,March
Kamareddy ,Nizamsagar,209736,Narsingraopalli,16-03-2023,2,2023,March
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-03-2023,1,2023,March
Kamareddy ,Nizamsagar,209736,Narsingraopalli,16-03-2023,1,2023,March
Medak,Alladurg,206079,Alladurg,16-03-2023,1,2023,March
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-03-2023,1,2023,March
Sangareddy ,Kangti,206375,Kangti,16-03-2023,2,2023,March
Medak,Yeldurthy,207057,Yeldurthy,16-03-2023,2,2023,March
Medak,Yeldurthy,207057,Yeldurthy,16-03-2023,2,2023,March
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-03-2023,2,2023,March
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-03-2023,1,2023,March
Narayanpet,Marikal,205064,Marikal,16-03-2023,1,2023,March
Narayanpet,Marikal,205064,Marikal,16-03-2023,2,2023,March
Medak,Alladurg,206079,Alladurg,16-03-2023,1,2023,March
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,16-03-2023,2,2023,March
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-03-2023,1,2023,March
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-04-2023,1,2023,April
Rangareddy,Moinabad,210254,Chinna Mangalaram,16-04-2023,2,2023,April
Kamareddy ,Madnur,209574,Madnur,16-05-2023,1,2023,May
Peddapalli,Dharmaram,201096,Myadaram,16-05-2023,1,2023,May
Wanaparthy,Pebbair,205819,Janumpally,16-05-2023,2,2023,May
Sangareddy ,Raikode,206777,Raikode,16-05-2023,1,2023,May
Rajanna Sircilla,Mustabad,201702,Musthabad,16-05-2023,1,2023,May
Medak,Papannapet,206710,Papannapet,16-05-2023,1,2023,May
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-05-2023,2,2023,May
Jogulamba Gadwal ,Dharur,205096,Uppair,16-05-2023,1,2023,May
Medchal Malkajigiri,Ghatkesar,210041,Chowderguda,16-05-2023,2,2023,May
Adilabad ,Utnoor,195751,Utnur,16-05-2023,1,2023,May
Nirmal,Kaddam (Peddur),195269,Chittial,16-05-2023,2,2023,May
Yadadri Bhuvanagiri,Ramannapeta,208062,Ramannapet,16-05-2023,1,2023,May
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-05-2023,1,2023,May
Mahabubnagar,Devarakadara,205035,Devarakadara,16-05-2023,1,2023,May
Nizamabad,Yergatla,209613,Gurmmirial,16-05-2023,1,2023,May
Rangareddy,Moinabad,210259,Moinabad,16-05-2023,2,2023,May
Kumuram Bheem Asifabad ,Bejjur,194959,Bejjur,16-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,1,2023,June
Nagarkurnool,Balmoor,204914,Balmoor,16-06-2023,1,2023,June
Nirmal,Basar,195509,Basar,16-06-2023,1,2023,June
Adilabad ,Ichoda,195151,Ichoda,16-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,1,2023,June
Mahabubnagar,Midjil,280237,Ranipet,16-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,2,2023,June
Rangareddy,Maheshwaram,210179,Maheshwaram,16-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,1,2023,June
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,16-06-2023,2,2023,June
Adilabad ,Utnoor,195751,Utnur,16-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,1,2023,June
Mulugu,Tadvai,214184,Tadvai,16-06-2023,1,2023,June
Adilabad ,Ichoda,195151,Ichoda,16-06-2023,1,2023,June
Adilabad ,Ichoda,195151,Ichoda,16-06-2023,2,2023,June
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,16-06-2023,2,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-06-2023,2,2023,June
Rajanna Sircilla,Mustabad,201702,Musthabad,16-06-2023,1,2023,June
Mahabubabad,Garla,202337,Mulkanoor,16-06-2023,1,2023,June
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,16-06-2023,2,2023,June
Rajanna Sircilla,Mustabad,201702,Musthabad,16-07-2023,1,2023,July
Mulugu,Tadvai,214184,Tadvai,16-07-2023,2,2023,July
Kamareddy ,Nasurullabad,209319,Nasrullabad,16-07-2023,1,2023,July
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-07-2023,1,2023,July
Nizamabad,Varni,209848,Paidimal,16-07-2023,1,2023,July
Nizamabad,Sirkonda,209806,Ravutla,16-08-2023,1,2023,August
Medak,Papannapet,206710,Papannapet,16-08-2023,2,2023,August
Adilabad ,Utnoor,195751,Utnur,16-08-2023,2,2023,August
Mulugu,Tadvai,214184,Tadvai,16-08-2023,2,2023,August
Kamareddy ,Madnur,209574,Madnur,16-08-2023,1,2023,August
Kamareddy ,Pitlam,209753,Pitlam,16-08-2023,1,2023,August
Siddipet,Bejjanki,200932,Bejjanki,16-08-2023,1,2023,August
Adilabad ,Utnoor,195751,Utnur,16-08-2023,2,2023,August
Mahabubnagar,Addakal,204767,Addakal,16-08-2023,1,2023,August
Sangareddy ,Kalher,206354,Mardi,16-08-2023,1,2023,August
Sangareddy ,Sirgapoor,206362,Sirgapoor,16-08-2023,1,2023,August
Nagarkurnool,Veldanda,206032,Cherkur,16-08-2023,1,2023,August
Medak,Alladurg,243401,Gadipeddapur,16-08-2023,1,2023,August
Nizamabad,Indalwai,209370,Sirnapally,16-08-2023,1,2023,August
Sangareddy ,Sirgapoor,206362,Sirgapoor,16-08-2023,2,2023,August
Nizamabad,Indalwai,209370,Sirnapally,16-08-2023,1,2023,August
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-08-2023,2,2023,August
Khammam ,Chinthakani,202249,Chinthakani,16-08-2023,1,2023,August
Nagarkurnool,Veldanda,206032,Cherkur,16-08-2023,2,2023,August
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,16-09-2023,2,2023,September
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,16-09-2023,2,2023,September
Nirmal,Mudhole,195522,Mudhole,16-09-2023,2,2023,September
Rangareddy,Maheshwaram,210179,Maheshwaram,16-09-2023,2,2023,September
Medak,Papannapet,206710,Papannapet,16-09-2023,1,2023,September
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,16-09-2023,2,2023,September
Mahabubnagar,Koilkonda,205383,Kothlabad,16-09-2023,1,2023,September
Khammam ,Nelakondapally,202628,Nelakondapally,16-09-2023,2,2023,September
Mahabubnagar,Koilkonda,205383,Kothlabad,16-09-2023,2,2023,September
Rangareddy,Maheshwaram,210179,Maheshwaram,16-09-2023,2,2023,September
Siddipet,Nanganoor,206612,Nanganur,16-09-2023,1,2023,September
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-09-2023,2,2023,September
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-09-2023,2,2023,September
Nizamabad,Sirkonda,279974,Gopyanaik Thanda,16-09-2023,1,2023,September
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-09-2023,2,2023,September
Rangareddy,Abdullapurmet,210061,Balijaguda,16-09-2023,2,2023,September
Nizamabad,Rudrur,209514,Raikur,16-10-2023,2,2023,October
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-10-2023,2,2023,October
Jogulamba Gadwal ,Maldakal,205638,Maldakal,16-10-2023,2,2023,October
Suryapet,Garide Pally,207440,Garidepally,16-10-2023,1,2023,October
Nizamabad,Kotgiri,209506,Kallur,16-10-2023,2,2023,October
Nizamabad,Nandipet,209660,Shapur,16-10-2023,2,2023,October
Nizamabad,Varni,209843,Jakora,16-10-2023,2,2023,October
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,16-10-2023,2,2023,October
Hanumakonda,Dharmasagar,213415,Dharmasagar,16-10-2023,2,2023,October
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,16-10-2023,2,2023,October
Nizamabad,Sirkonda,209806,Ravutla,16-10-2023,1,2023,October
Bhadradri Kothagudem ,Julurupadu,202352,Julurpad,16-10-2023,2,2023,October
Nizamabad,Varni,209843,Jakora,16-10-2023,2,2023,October
Nizamabad,Varni,209843,Jakora,16-10-2023,1,2023,October
Siddipet,Thoguta,206988,Kangal,16-10-2023,2,2023,October
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,16-10-2023,2,2023,October
Nizamabad,Mendora,209227,Velkatoor,16-10-2023,1,2023,October
Siddipet,Thoguta,206988,Kangal,16-10-2023,2,2023,October
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,16-10-2023,1,2023,October
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,16-10-2023,2,2023,October
Nagarkurnool,Uppununthala,205950,Guvvalonipally,16-10-2023,2,2023,October
Bhadradri Kothagudem ,Dummugudem,202310,Narsapuram,16-10-2023,1,2023,October
Nizamabad,Sirkonda,209806,Ravutla,16-10-2023,2,2023,October
Nizamabad,Indalwai,209370,Sirnapally,16-10-2023,1,2023,October
Suryapet,Garide Pally,207440,Garidepally,16-10-2023,1,2023,October
Bhadradri Kothagudem ,Dummugudem,202310,Narsapuram,16-10-2023,1,2023,October
Yadadri Bhuvanagiri,Valigonda,208206,Varketpally,16-10-2023,2,2023,October
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-10-2023,1,2023,October
Mahabubnagar,Moosapet,204771,Janampet,16-10-2023,1,2023,October
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-10-2023,2,2023,October
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-10-2023,2,2023,October
Kumuram Bheem Asifabad ,Sirpur (T),281901,Achelly,16-10-2023,2,2023,October
Khammam ,Vemsoor,202819,Vemsoor,16-10-2023,2,2023,October
Wanaparthy,Madanapur,204865,Gopanpet,16-10-2023,1,2023,October
Kamareddy ,Madnur,209574,Madnur,16-10-2023,2,2023,October
Medak,Alladurg,206079,Alladurg,16-10-2023,1,2023,October
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-10-2023,2,2023,October
Yadadri Bhuvanagiri,Ramannapeta,208062,Ramannapet,16-10-2023,2,2023,October
Mahabubnagar,Devarakadara,205035,Devarakadara,16-10-2023,2,2023,October
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-10-2023,1,2023,October
Medak,Papannapet,206710,Papannapet,16-11-2023,2,2023,November
Nizamabad,Renjal,209759,Kalyapur,16-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-11-2023,1,2023,November
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,16-11-2023,1,2023,November
Sangareddy ,Raikode,206777,Raikode,16-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-11-2023,1,2023,November
Siddipet,Mirdoddi,206553,Mirdoddi,16-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,16-11-2023,2,2023,November
Mulugu,Tadvai,214184,Tadvai,16-11-2023,2,2023,November
Nizamabad,Navipet,278973,Shiva Thanda,16-11-2023,2,2023,November
Narayanpet,Narayanpet,205741,Shernapally,16-11-2023,1,2023,November
Medak,Papannapet,206710,Papannapet,16-11-2023,1,2023,November
Medak,Papannapet,206710,Papannapet,16-11-2023,2,2023,November
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,16-11-2023,2,2023,November
Mahabubabad,Garla,202337,Mulkanoor,16-11-2023,1,2023,November
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,16-11-2023,1,2023,November
Adilabad ,Bazarhatnoor,194946,Bazarhathnoor,16-11-2023,1,2023,November
Rajanna Sircilla,Mustabad,201702,Musthabad,16-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,16-12-2023,1,2023,December
Kamareddy ,Pitlam,209753,Pitlam,16-12-2023,2,2023,December
Nagarkurnool,Telkapalle,205927,Telkapally,16-12-2023,2,2023,December
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,16-12-2023,2,2023,December
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,16-12-2023,1,2023,December
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,16-12-2023,1,2023,December
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,16-12-2023,2,2023,December
Adilabad ,Boath,195047,Boath (B),16-12-2023,1,2023,December
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,16-12-2023,1,2023,December
Medchal Malkajigiri,Ghatkesar,210041,Chowderguda,16-12-2023,2,2023,December
Adilabad ,Ichoda,195151,Ichoda,16-12-2023,2,2023,December
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,16-12-2023,2,2023,December
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,16-12-2023,2,2023,December
Khammam ,Madhira,202568,Matoorpeta,16-12-2023,2,2023,December
Medak,Yeldurthy,207057,Yeldurthy,16-12-2023,2,2023,December
Mancherial,Vemanpally,195763,Vemanpalle,16-12-2023,1,2023,December
Nizamabad,Rudrur,278949,Suleman Nagar,16-12-2023,1,2023,December
Medak,Tekmal,206977,Tekmal,16-12-2023,1,2023,December
Sangareddy ,Manoor,206491,Manoor,16-12-2023,1,2023,December
Bhadradri Kothagudem ,Aswaraopeta,202138,Gummadavalli,17-01-2023,2,2023,January
Rangareddy,Maheshwaram,210179,Maheshwaram,17-01-2023,1,2023,January
Rangareddy,Maheshwaram,210179,Maheshwaram,17-01-2023,2,2023,January
Bhadradri Kothagudem ,Burgampahad,202205,Morampalli,17-01-2023,1,2023,January
Kamareddy ,Nasurullabad,209319,Nasrullabad,17-01-2023,1,2023,January
Rangareddy,Shamshabad,210469,Chinnagolkonda,17-01-2023,2,2023,January
Bhadradri Kothagudem ,Aswaraopeta,202138,Gummadavalli,17-01-2023,2,2023,January
Nizamabad,Nandipet,209665,Ummeda,17-01-2023,1,2023,January
Wanaparthy,Ghanpur,205174,Kamaluddinpur,17-01-2023,1,2023,January
Medak,Yeldurthy,207057,Yeldurthy,17-01-2023,2,2023,January
Mulugu,Tadvai,214184,Tadvai,17-01-2023,1,2023,January
Medak,Yeldurthy,207057,Yeldurthy,17-01-2023,2,2023,January
Peddapalli,Kamanpur,201381,Kamanpoor,17-01-2023,1,2023,January
Bhadradri Kothagudem ,Aswaraopeta,202138,Gummadavalli,17-01-2023,2,2023,January
Bhadradri Kothagudem ,Aswaraopeta,202138,Gummadavalli,17-01-2023,1,2023,January
Nirmal,Mudhole,195522,Mudhole,17-01-2023,1,2023,January
Kumuram Bheem Asifabad ,Bejjur,194959,Bejjur,17-01-2023,2,2023,January
Kamareddy ,Nizamsagar,209738,Oddepalli,17-01-2023,2,2023,January
Vikarabad,Kulkacharla,210149,Chowdapur,17-01-2023,1,2023,January
Sangareddy ,Kangti,206375,Kangti,17-01-2023,1,2023,January
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,17-01-2023,2,2023,January
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,17-01-2023,1,2023,January
Narayanpet,Maddur,205535,Maddur,17-01-2023,1,2023,January
Siddipet,Koheda,201480,Koheda,17-01-2023,1,2023,January
Narayanpet,Marikal,205067,Poosalpad,17-01-2023,1,2023,January
Yadadri Bhuvanagiri,Motakonduru,208240,Motakondur,17-01-2023,1,2023,January
Narayanpet,Marikal,205067,Poosalpad,17-01-2023,2,2023,January
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,17-01-2023,1,2023,January
Nizamabad,Nandipet,209665,Ummeda,17-01-2023,2,2023,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,17-01-2024,2,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,2,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Nizamabad,Navipet,209677,Lingapur,17-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Medchal Malkajigiri,Ghatkesar,210041,Chowderguda,17-01-2024,2,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Sangareddy ,Sirgapoor,206372,Gardegaon,17-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,2,2024,January
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,17-01-2024,1,2024,January
Nizamabad,Dharpalle,209359,Dharpally,17-01-2024,2,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,17-01-2024,1,2024,January
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,17-01-2024,2,2024,January
Medak,Alladurg,243401,Gadipeddapur,17-01-2024,2,2024,January
Sangareddy ,Sirgapoor,206372,Gardegaon,17-01-2024,1,2024,January
Medak,Alladurg,206079,Alladurg,17-01-2024,1,2024,January
Kumuram Bheem Asifabad ,Tiryani,281938,Chintapally,17-01-2024,2,2024,January
Medak,Alladurg,206079,Alladurg,17-01-2024,2,2024,January
Medak,Tekmal,206968,Bodmatpalle,17-01-2024,1,2024,January
Sangareddy ,Raikode,206777,Raikode,17-01-2024,2,2024,January
Medak,Alladurg,206079,Alladurg,17-01-2024,2,2024,January
Adilabad ,Utnoor,195751,Utnur,17-02-2023,1,2023,February
Sangareddy ,Kangti,206375,Kangti,17-02-2023,2,2023,February
Medak,Papannapet,206710,Papannapet,17-02-2023,2,2023,February
Sangareddy ,Mogudampally,207084,Mogdampalle,17-02-2023,1,2023,February
Yadadri Bhuvanagiri,Narayanapur,281372,Thumbavi Thanda,17-02-2023,1,2023,February
Adilabad ,Indervelly,195170,Indervelly B,17-02-2023,2,2023,February
